 f    	 m    	new-m	diff
2337	5	3	update income set mem_id=3 where fs_id=2337 and mem_id=5;
2338	1	1	
2338	2	2	
2339	1	1	
2339	2	2	
2339	3	3	
2340	1	1	
2340	2	2	
2340	3	3	
2340	4	4	
2341	1	1	
2341	2	2	
2341	3	3	
2342	1	1	
2342	2	2	
2342	3	3	
2343	1	1	
2343	2	2	
2343	3	3	
2343	4	4	
2343	5	5	
2343	18	6	update income set mem_id=6 where fs_id=2343 and mem_id=18;
2343	21	7	update income set mem_id=7 where fs_id=2343 and mem_id=21;
2344	1	1	
2346	1	1	
2346	2	2	
2347	1	1	
2347	2	2	
2348	1	1	
2348	2	2	
2348	3	3	
2348	5	4	update income set mem_id=4 where fs_id=2348 and mem_id=5;
2348	6	5	update income set mem_id=5 where fs_id=2348 and mem_id=6;
2349	1	1	
2349	2	2	
2349	3	3	
2349	4	4	
2349	5	5	
2350	1	1	
2350	2	2	
2350	3	3	
2350	5	4	update income set mem_id=4 where fs_id=2350 and mem_id=5;
2350	7	5	update income set mem_id=5 where fs_id=2350 and mem_id=7;
2351	1	1	
2351	2	2	
2351	3	3	
2351	4	4	
2351	13	5	update income set mem_id=5 where fs_id=2351 and mem_id=13;
2352	1	1	
2352	2	2	
2352	3	3	
2354	1	1	
2354	2	2	
2354	3	3	
2354	4	4	
2354	5	5	
2354	6	6	
2355	1	1	
2355	2	2	
2358	1	1	
2358	2	2	
2358	3	3	
2358	4	4	
2358	5	5	
2358	6	6	
2359	1	1	
2359	2	2	
2360	1	1	
2360	2	2	
2361	1	1	
2361	2	2	
2363	1	1	
2364	1	1	
2364	2	2	
2364	3	3	
2365	1	1	
2365	2	2	
2365	3	3	
2365	5	4	update income set mem_id=4 where fs_id=2365 and mem_id=5;
2365	6	5	update income set mem_id=5 where fs_id=2365 and mem_id=6;
2366	1	1	
2366	2	2	
2366	3	3	
2366	4	4	
2367	1	1	
2367	2	2	
2367	3	3	
2368	1	1	
2368	2	2	
2368	3	3	
2369	1	1	
2369	2	2	
2369	3	3	
2369	4	4	
2369	5	5	
2370	1	1	
2370	2	2	
2370	3	3	
2370	4	4	
2370	16	5	update income set mem_id=5 where fs_id=2370 and mem_id=16;
2371	1	1	
2371	2	2	
2371	3	3	
2372	1	1	
2372	2	2	
2372	3	3	
2374	1	1	
2375	1	1	
2375	2	2	
2376	1	1	
2376	2	2	
2377	1	1	
2378	1	1	
2378	2	2	
2380	1	1	
2380	2	2	
2381	1	1	
2381	2	2	
2382	1	1	
2382	2	2	
2383	1	1	
2383	2	2	
2384	1	1	
2384	2	2	
2384	3	3	
2384	4	4	
2384	5	5	
2385	1	1	
2385	2	2	
2386	1	1	
2386	2	2	
2386	3	3	
2387	1	1	
2389	1	1	
2389	2	2	
2390	1	1	
2390	2	2	
2392	1	1	
2392	2	2	
2394	1	1	
2394	2	2	
2394	3	3	
2394	4	4	
2396	1	1	
2398	1	1	
2399	1	1	
2400	1	1	
2400	2	2	
2401	1	1	
2401	2	2	
2401	3	3	
2402	1	1	
2402	2	2	
2402	3	3	
2403	1	1	
2403	2	2	
2403	3	3	
2404	1	1	
2404	2	2	
2404	3	3	
2404	4	4	
2404	5	5	
2404	6	6	
2405	1	1	
2405	3	2	update income set mem_id=2 where fs_id=2405 and mem_id=3;
2405	8	3	update income set mem_id=3 where fs_id=2405 and mem_id=8;
2405	9	4	update income set mem_id=4 where fs_id=2405 and mem_id=9;
2406	1	1	
2407	1	1	
2410	1	1	
2411	1	1	
2411	2	2	
2411	3	3	
2411	4	4	
2415	1	1	
2419	1	1	
2419	2	2	
2419	3	3	
2419	5	4	update income set mem_id=4 where fs_id=2419 and mem_id=5;
2419	6	5	update income set mem_id=5 where fs_id=2419 and mem_id=6;
2420	1	1	
2420	3	2	update income set mem_id=2 where fs_id=2420 and mem_id=3;
2421	1	1	
2422	1	1	
2423	1	1	
2423	5	2	update income set mem_id=2 where fs_id=2423 and mem_id=5;
2423	7	3	update income set mem_id=3 where fs_id=2423 and mem_id=7;
2423	8	4	update income set mem_id=4 where fs_id=2423 and mem_id=8;
2424	1	1	
2424	3	2	update income set mem_id=2 where fs_id=2424 and mem_id=3;
2424	9	3	update income set mem_id=3 where fs_id=2424 and mem_id=9;
2425	1	1	
2425	2	2	
2425	3	3	
2425	5	4	update income set mem_id=4 where fs_id=2425 and mem_id=5;
2426	1	1	
2426	6	2	update income set mem_id=2 where fs_id=2426 and mem_id=6;
2427	1	1	
2429	1	1	
2429	2	2	
2429	3	3	
2431	1	1	
2431	2	2	
2431	3	3	
2432	1	1	
2434	1	1	
2438	1	1	
2438	2	2	
2438	3	3	
2438	4	4	
2438	5	5	
2438	6	6	
2438	7	7	
2438	8	8	
2438	9	9	
2438	10	10	
2438	11	11	
2438	12	12	
2438	13	13	
2438	14	14	
2440	1	1	
2440	8	2	update income set mem_id=2 where fs_id=2440 and mem_id=8;
2440	12	3	update income set mem_id=3 where fs_id=2440 and mem_id=12;
2440	13	4	update income set mem_id=4 where fs_id=2440 and mem_id=13;
2441	1	1	
2441	2	2	
2442	1	1	
2442	2	2	
2442	3	3	
2442	10	4	update income set mem_id=4 where fs_id=2442 and mem_id=10;
2442	11	5	update income set mem_id=5 where fs_id=2442 and mem_id=11;
2442	12	6	update income set mem_id=6 where fs_id=2442 and mem_id=12;
2444	1	1	
2444	2	2	
2445	1	1	
2445	2	2	
2447	1	1	
2447	2	2	
2447	3	3	
2448	1	1	
2448	2	2	
2448	3	3	
2448	4	4	
2448	5	5	
2450	1	1	
2450	2	2	
2450	3	3	
2450	4	4	
2450	5	5	
2451	1	1	
2451	2	2	
2451	3	3	
2451	4	4	
2451	12	5	update income set mem_id=5 where fs_id=2451 and mem_id=12;
2452	1	1	
2452	2	2	
2452	3	3	
2453	1	1	
2453	2	2	
2453	3	3	
2455	1	1	
2455	2	2	
2456	1	1	
2456	2	2	
2456	15	3	update income set mem_id=3 where fs_id=2456 and mem_id=15;
2456	16	4	update income set mem_id=4 where fs_id=2456 and mem_id=16;
2456	17	5	update income set mem_id=5 where fs_id=2456 and mem_id=17;
2457	1	1	
2457	3	2	update income set mem_id=2 where fs_id=2457 and mem_id=3;
2457	4	3	update income set mem_id=3 where fs_id=2457 and mem_id=4;
2457	5	4	update income set mem_id=4 where fs_id=2457 and mem_id=5;
2457	6	5	update income set mem_id=5 where fs_id=2457 and mem_id=6;
2459	1	1	
2459	3	2	update income set mem_id=2 where fs_id=2459 and mem_id=3;
2459	4	3	update income set mem_id=3 where fs_id=2459 and mem_id=4;
2459	5	4	update income set mem_id=4 where fs_id=2459 and mem_id=5;
2460	1	1	
2460	2	2	
2460	3	3	
2462	1	1	
2462	2	2	
2463	1	1	
2463	2	2	
2463	3	3	
2463	4	4	
2463	5	5	
2463	7	6	update income set mem_id=6 where fs_id=2463 and mem_id=7;
2464	1	1	
2464	2	2	
2466	1	1	
2466	3	2	update income set mem_id=2 where fs_id=2466 and mem_id=3;
2466	4	3	update income set mem_id=3 where fs_id=2466 and mem_id=4;
2466	5	4	update income set mem_id=4 where fs_id=2466 and mem_id=5;
2467	1	1	
2468	1	1	
2468	2	2	
2468	4	3	update income set mem_id=3 where fs_id=2468 and mem_id=4;
2468	5	4	update income set mem_id=4 where fs_id=2468 and mem_id=5;
2469	1	1	
2469	3	2	update income set mem_id=2 where fs_id=2469 and mem_id=3;
2469	7	3	update income set mem_id=3 where fs_id=2469 and mem_id=7;
2470	1	1	
2470	2	2	
2471	1	1	
2471	3	2	update income set mem_id=2 where fs_id=2471 and mem_id=3;
2471	4	3	update income set mem_id=3 where fs_id=2471 and mem_id=4;
2472	1	1	
2472	3	2	update income set mem_id=2 where fs_id=2472 and mem_id=3;
2472	4	3	update income set mem_id=3 where fs_id=2472 and mem_id=4;
2473	1	1	
2473	3	2	update income set mem_id=2 where fs_id=2473 and mem_id=3;
2474	1	1	
2474	3	2	update income set mem_id=2 where fs_id=2474 and mem_id=3;
2474	4	3	update income set mem_id=3 where fs_id=2474 and mem_id=4;
2475	1	1	
2475	3	2	update income set mem_id=2 where fs_id=2475 and mem_id=3;
2475	4	3	update income set mem_id=3 where fs_id=2475 and mem_id=4;
2476	1	1	
2476	2	2	
2477	1	1	
2477	2	2	
2477	5	3	update income set mem_id=3 where fs_id=2477 and mem_id=5;
2478	1	1	
2478	3	2	update income set mem_id=2 where fs_id=2478 and mem_id=3;
2478	5	3	update income set mem_id=3 where fs_id=2478 and mem_id=5;
2479	1	1	
2479	2	2	
2480	1	1	
2480	2	2	
2480	3	3	
2481	1	1	
2482	1	1	
2482	3	2	update income set mem_id=2 where fs_id=2482 and mem_id=3;
2482	5	3	update income set mem_id=3 where fs_id=2482 and mem_id=5;
2482	6	4	update income set mem_id=4 where fs_id=2482 and mem_id=6;
2483	1	1	
2484	1	1	
2484	2	2	
2484	3	3	
2484	4	4	
2484	5	5	
2484	6	6	
2484	7	7	
2484	8	8	
2484	9	9	
2485	1	1	
2486	1	1	
2486	2	2	
2486	3	3	
2486	4	4	
2487	1	1	
2488	1	1	
2489	1	1	
2489	2	2	
2489	3	3	
2490	1	1	
2491	1	1	
2492	1	1	
2492	2	2	
2493	1	1	
2493	2	2	
2493	3	3	
2494	1	1	
2494	3	2	update income set mem_id=2 where fs_id=2494 and mem_id=3;
2495	1	1	
2495	2	2	
2495	3	3	
2496	1	1	
2497	1	1	
2497	2	2	
2498	1	1	
2498	2	2	
2499	1	1	
2499	3	2	update income set mem_id=2 where fs_id=2499 and mem_id=3;
2503	1	1	
2504	1	1	
2504	2	2	
2504	3	3	
2505	1	1	
2505	2	2	
2506	1	1	
2506	2	2	
2507	1	1	
2508	1	1	
2509	1	1	
2510	1	1	
2510	2	2	
2511	1	1	
2511	3	2	update income set mem_id=2 where fs_id=2511 and mem_id=3;
2511	4	3	update income set mem_id=3 where fs_id=2511 and mem_id=4;
2513	1	1	
2513	2	2	
2515	1	1	
2515	2	2	
2518	1	1	
2518	2	2	
2519	1	1	
2519	2	2	
2519	3	3	
2519	4	4	
2519	5	5	
2520	1	1	
2522	1	1	
2522	2	2	
2523	1	1	
2523	2	2	
2524	1	1	
2524	2	2	
2525	1	1	
2526	1	1	
2526	3	2	update income set mem_id=2 where fs_id=2526 and mem_id=3;
2527	1	1	
2527	2	2	
2530	1	1	
2530	2	2	
2530	3	3	
2530	4	4	
2530	5	5	
2531	1	1	
2531	3	2	update income set mem_id=2 where fs_id=2531 and mem_id=3;
2531	5	3	update income set mem_id=3 where fs_id=2531 and mem_id=5;
2531	6	4	update income set mem_id=4 where fs_id=2531 and mem_id=6;
2533	1	1	
2533	2	2	
2533	3	3	
2533	4	4	
2534	1	1	
2534	2	2	
2534	3	3	
2535	1	1	
2535	2	2	
2535	3	3	
2535	4	4	
2536	1	1	
2536	2	2	
2536	3	3	
2537	1	1	
2537	2	2	
2537	3	3	
2537	7	4	update income set mem_id=4 where fs_id=2537 and mem_id=7;
2538	1	1	
2538	3	2	update income set mem_id=2 where fs_id=2538 and mem_id=3;
2538	5	3	update income set mem_id=3 where fs_id=2538 and mem_id=5;
2538	7	4	update income set mem_id=4 where fs_id=2538 and mem_id=7;
2540	1	1	
2540	2	2	
2540	3	3	
2541	1	1	
2542	1	1	
2542	3	2	update income set mem_id=2 where fs_id=2542 and mem_id=3;
2544	1	1	
2545	1	1	
2546	1	1	
2546	2	2	
2546	3	3	
2546	4	4	
2546	5	5	
2546	6	6	
2547	1	1	
2547	2	2	
2547	3	3	
2547	4	4	
2548	1	1	
2548	2	2	
2548	3	3	
2548	4	4	
2548	5	5	
2548	6	6	
2549	1	1	
2549	2	2	
2550	1	1	
2550	2	2	
2550	3	3	
2551	1	1	
2551	3	2	update income set mem_id=2 where fs_id=2551 and mem_id=3;
2551	4	3	update income set mem_id=3 where fs_id=2551 and mem_id=4;
2551	5	4	update income set mem_id=4 where fs_id=2551 and mem_id=5;
2551	7	5	update income set mem_id=5 where fs_id=2551 and mem_id=7;
2552	1	1	
2552	3	2	update income set mem_id=2 where fs_id=2552 and mem_id=3;
2552	4	3	update income set mem_id=3 where fs_id=2552 and mem_id=4;
2552	6	4	update income set mem_id=4 where fs_id=2552 and mem_id=6;
2553	1	1	
2555	1	1	
2555	2	2	
2555	3	3	
2555	5	4	update income set mem_id=4 where fs_id=2555 and mem_id=5;
2555	8	5	update income set mem_id=5 where fs_id=2555 and mem_id=8;
2556	1	1	
2557	1	1	
2557	2	2	
2557	3	3	
2557	4	4	
2558	1	1	
2559	1	1	
2560	1	1	
2560	3	2	update income set mem_id=2 where fs_id=2560 and mem_id=3;
2561	1	1	
2561	2	2	
2561	3	3	
2561	4	4	
2562	1	1	
2562	2	2	
2562	3	3	
2563	1	1	
2563	3	2	update income set mem_id=2 where fs_id=2563 and mem_id=3;
2563	4	3	update income set mem_id=3 where fs_id=2563 and mem_id=4;
2563	5	4	update income set mem_id=4 where fs_id=2563 and mem_id=5;
2563	6	5	update income set mem_id=5 where fs_id=2563 and mem_id=6;
2563	7	6	update income set mem_id=6 where fs_id=2563 and mem_id=7;
2563	8	7	update income set mem_id=7 where fs_id=2563 and mem_id=8;
2564	1	1	
2566	1	1	
2567	1	1	
2567	2	2	
2569	1	1	
2570	1	1	
2570	2	2	
2570	3	3	
2572	1	1	
2572	2	2	
2572	3	3	
2573	1	1	
2573	2	2	
2573	3	3	
2575	1	1	
2575	2	2	
2575	3	3	
2577	1	1	
2578	1	1	
2579	1	1	
2579	2	2	
2581	1	1	
2581	2	2	
2583	1	1	
2583	2	2	
2584	1	1	
2584	2	2	
2584	3	3	
2585	1	1	
2585	2	2	
2585	3	3	
2586	1	1	
2587	1	1	
2587	2	2	
2590	1	1	
2591	1	1	
2592	1	1	
2592	2	2	
2593	1	1	
2593	2	2	
2595	1	1	
2595	2	2	
2596	1	1	
2596	2	2	
2596	3	3	
2597	1	1	
2598	1	1	
2598	3	2	update income set mem_id=2 where fs_id=2598 and mem_id=3;
2598	4	3	update income set mem_id=3 where fs_id=2598 and mem_id=4;
2598	5	4	update income set mem_id=4 where fs_id=2598 and mem_id=5;
2600	1	1	
2601	1	1	
2601	2	2	
2602	1	1	
2602	2	2	
2603	1	1	
2603	2	2	
2604	1	1	
2604	2	2	
2606	1	1	
2606	2	2	
2608	1	1	
2608	2	2	
2608	3	3	
2609	1	1	
2609	2	2	
2611	1	1	
2611	2	2	
2612	1	1	
2612	2	2	
2613	1	1	
2613	2	2	
2613	3	3	
2617	1	1	
2617	2	2	
2617	3	3	
2617	4	4	
2617	5	5	
2618	1	1	
2618	2	2	
2620	1	1	
2620	2	2	
2622	1	1	
2622	2	2	
2623	1	1	
2623	2	2	
2623	3	3	
2624	1	1	
2624	2	2	
2624	3	3	
2625	1	1	
2627	1	1	
2627	2	2	
2629	1	1	
2629	2	2	
2630	1	1	
2630	2	2	
2630	3	3	
2634	1	1	
2634	2	2	
2635	1	1	
2637	1	1	
2637	2	2	
2637	3	3	
2637	4	4	
2637	5	5	
2639	1	1	
2640	1	1	
2642	1	1	
2643	1	1	
2644	1	1	
2645	1	1	
2645	2	2	
2646	1	1	
2646	2	2	
2649	1	1	
2649	2	2	
2649	3	3	
2649	4	4	
2650	1	1	
2650	2	2	
2650	3	3	
2651	1	1	
2651	2	2	
2651	3	3	
2651	4	4	
2652	1	1	
2652	2	2	
2654	1	1	
2654	2	2	
2654	3	3	
2655	1	1	
2655	2	2	
2655	3	3	
2655	4	4	
2655	5	5	
2656	1	1	
2656	2	2	
2656	3	3	
2657	1	1	
2657	2	2	
2657	3	3	
2658	1	1	
2660	1	1	
2664	1	1	
2664	2	2	
2665	1	1	
2669	1	1	
2669	2	2	
2670	1	1	
2672	1	1	
2672	2	2	
2673	1	1	
2673	2	2	
2673	3	3	
2674	1	1	
2674	2	2	
2676	1	1	
2677	1	1	
2678	1	1	
2679	1	1	
2679	2	2	
2681	1	1	
2681	2	2	
2682	1	1	
2682	2	2	
2682	3	3	
2683	1	1	
2683	2	2	
2683	3	3	
2684	1	1	
2684	2	2	
2684	3	3	
2685	1	1	
2685	3	2	update income set mem_id=2 where fs_id=2685 and mem_id=3;
2686	1	1	
2686	2	2	
2688	1	1	
2688	2	2	
2688	3	3	
2688	4	4	
2692	1	1	
2693	1	1	
2694	1	1	
2694	2	2	
2695	1	1	
2695	2	2	
2695	3	3	
2696	1	1	
2696	2	2	
2696	3	3	
2697	1	1	
2697	2	2	
2698	1	1	
2698	2	2	
2699	1	1	
2699	2	2	
2699	3	3	
2700	1	1	
2700	2	2	
2700	3	3	
2700	4	4	
2702	1	1	
2702	2	2	
2703	1	1	
2703	2	2	
2704	1	1	
2704	2	2	
2705	1	1	
2705	2	2	
2706	1	1	
2706	2	2	
2707	1	1	
2707	2	2	
2707	3	3	
2708	1	1	
2708	2	2	
2713	1	1	
2713	2	2	
2715	1	1	
2715	2	2	
2716	1	1	
2716	2	2	
2716	3	3	
2717	1	1	
2717	2	2	
2717	3	3	
2718	1	1	
2719	1	1	
2719	2	2	
2719	3	3	
2719	4	4	
2721	1	1	
2721	2	2	
2723	1	1	
2723	2	2	
2723	3	3	
2724	1	1	
2725	1	1	
2725	2	2	
2726	1	1	
2726	2	2	
2727	1	1	
2727	2	2	
2728	1	1	
2728	2	2	
2728	5	3	update income set mem_id=3 where fs_id=2728 and mem_id=5;
2729	1	1	
2729	2	2	
2730	1	1	
2730	2	2	
2731	1	1	
2731	2	2	
2731	3	3	
2731	4	4	
2732	1	1	
2732	2	2	
2733	1	1	
2733	2	2	
2733	3	3	
2734	1	1	
2734	2	2	
2735	1	1	
2735	2	2	
2735	3	3	
2736	1	1	
2737	1	1	
2737	2	2	
2738	1	1	
2738	2	2	
2739	1	1	
2739	2	2	
2739	3	3	
2740	1	1	
2740	2	2	
2742	1	1	
2742	2	2	
2743	1	1	
2743	2	2	
2743	3	3	
2747	1	1	
2747	2	2	
2748	1	1	
2748	2	2	
2748	3	3	
2748	4	4	
2749	1	1	
2749	2	2	
2750	1	1	
2752	1	1	
2752	2	2	
2752	3	3	
2752	4	4	
2753	1	1	
2753	2	2	
2755	1	1	
2755	2	2	
2755	3	3	
2758	1	1	
2758	2	2	
2758	3	3	
2758	4	4	
2763	1	1	
2763	3	2	update income set mem_id=2 where fs_id=2763 and mem_id=3;
2769	1	1	
2769	2	2	
2771	1	1	
2777	1	1	
2777	2	2	
2777	3	3	
2777	4	4	
2777	5	5	
2777	6	6	
2778	1	1	
2778	2	2	
2779	1	1	
2780	1	1	
2780	2	2	
2781	1	1	
2781	2	2	
2782	1	1	
2783	1	1	
2784	1	1	
2785	1	1	
2785	2	2	
2785	3	3	
2787	1	1	
2787	2	2	
2787	3	3	
2792	1	1	
2793	1	1	
2793	2	2	
2794	1	1	
2795	1	1	
2795	2	2	
2796	1	1	
2796	2	2	
2797	1	1	
2798	1	1	
2799	1	1	
2800	1	1	
2801	1	1	
2801	2	2	
2802	1	1	
2804	1	1	
2804	2	2	
2805	1	1	
2806	1	1	
2806	2	2	
2808	1	1	
2810	1	1	
2810	2	2	
2810	3	3	
2810	4	4	
2811	1	1	
2812	1	1	
2812	2	2	
2813	1	1	
2817	1	1	
2817	2	2	
2818	1	1	
2818	2	2	
2819	1	1	
2823	1	1	
2823	2	2	
2823	3	3	
2823	4	4	
2825	1	1	
2827	1	1	
2834	1	1	
2834	2	2	
2835	1	1	
2835	2	2	
2835	3	3	
2836	1	1	
2836	2	2	
2837	1	1	
2837	2	2	
2838	1	1	
2838	2	2	
2839	1	1	
2839	2	2	
2844	1	1	
2845	1	1	
2845	2	2	
2846	1	1	
2847	1	1	
2847	3	2	update income set mem_id=2 where fs_id=2847 and mem_id=3;
2848	1	1	
2848	2	2	
2849	1	1	
2850	1	1	
2851	1	1	
2851	2	2	
2852	1	1	
2853	1	1	
2853	2	2	
2853	3	3	
2854	1	1	
2854	2	2	
2855	1	1	
2855	2	2	
2856	1	1	
2856	2	2	
2856	3	3	
2856	4	4	
2857	1	1	
2858	1	1	
2859	1	1	
2859	2	2	
2859	3	3	
2860	1	1	
2860	3	2	update income set mem_id=2 where fs_id=2860 and mem_id=3;
2862	1	1	
2863	1	1	
2863	2	2	
2864	1	1	
2864	2	2	
2864	3	3	
2865	1	1	
2865	2	2	
2865	3	3	
2865	4	4	
2866	1	1	
2866	3	2	update income set mem_id=2 where fs_id=2866 and mem_id=3;
2866	4	3	update income set mem_id=3 where fs_id=2866 and mem_id=4;
2868	1	1	
2868	2	2	
2869	1	1	
2869	2	2	
2870	1	1	
2870	2	2	
2873	1	1	
2873	2	2	
2875	1	1	
2877	1	1	
2877	2	2	
2877	3	3	
2877	4	4	
2878	1	1	
2881	1	1	
2882	1	1	
2884	1	1	
2884	3	2	update income set mem_id=2 where fs_id=2884 and mem_id=3;
2885	1	1	
2886	1	1	
2887	1	1	
2888	1	1	
2889	1	1	
2891	1	1	
2891	2	2	
2893	1	1	
2896	1	1	
2896	2	2	
2896	3	3	
2897	1	1	
2897	2	2	
2897	3	3	
2898	1	1	
2898	2	2	
2898	3	3	
2898	5	4	update income set mem_id=4 where fs_id=2898 and mem_id=5;
2899	1	1	
2900	1	1	
2901	1	1	
2901	2	2	
2902	1	1	
2902	2	2	
2903	1	1	
2904	1	1	
2905	1	1	
2906	1	1	
2906	3	2	update income set mem_id=2 where fs_id=2906 and mem_id=3;
2908	1	1	
2908	2	2	
2909	1	1	
2910	1	1	
2910	3	2	update income set mem_id=2 where fs_id=2910 and mem_id=3;
2911	1	1	
2911	2	2	
2912	1	1	
2912	2	2	
2914	1	1	
2914	2	2	
2916	1	1	
2916	2	2	
2916	3	3	
2917	1	1	
2917	2	2	
2917	3	3	
2919	1	1	
2919	3	2	update income set mem_id=2 where fs_id=2919 and mem_id=3;
2920	1	1	
2921	1	1	
2921	2	2	
2921	3	3	
2923	1	1	
2923	2	2	
2923	3	3	
2924	1	1	
2924	2	2	
2925	1	1	
2925	2	2	
2925	3	3	
2926	1	1	
2926	2	2	
2926	3	3	
2926	4	4	
2926	5	5	
2927	1	1	
2930	1	1	
2931	1	1	
2932	1	1	
2932	2	2	
2934	1	1	
2935	1	1	
2935	2	2	
2936	1	1	
2936	2	2	
2936	3	3	
2937	1	1	
2938	1	1	
2938	2	2	
2939	1	1	
2939	2	2	
2940	1	1	
2940	2	2	
2941	1	1	
2941	2	2	
2944	1	1	
2945	1	1	
2946	1	1	
2947	1	1	
2947	2	2	
2948	1	1	
2949	1	1	
2950	1	1	
2951	1	1	
2951	2	2	
2952	1	1	
2952	2	2	
2953	1	1	
2953	2	2	
2956	1	1	
2956	2	2	
2956	3	3	
2956	4	4	
2957	1	1	
2957	2	2	
2958	1	1	
2959	1	1	
2959	2	2	
2959	3	3	
2960	1	1	
2960	2	2	
2961	1	1	
2961	2	2	
2962	1	1	
2962	2	2	
2962	3	3	
2963	1	1	
2963	2	2	
2964	1	1	
2965	1	1	
2966	1	1	
2966	2	2	
2967	1	1	
2967	2	2	
2968	1	1	
2968	2	2	
2969	1	1	
2969	2	2	
2969	3	3	
2971	1	1	
2971	2	2	
2972	1	1	
2972	2	2	
2973	1	1	
2973	2	2	
2974	1	1	
2977	1	1	
2977	2	2	
2978	1	1	
2978	2	2	
2978	3	3	
2978	4	4	
2979	1	1	
2979	2	2	
2980	1	1	
2980	2	2	
2981	1	1	
2981	2	2	
2982	1	1	
2982	2	2	
2984	1	1	
2984	2	2	
2984	3	3	
2985	1	1	
2985	2	2	
2986	1	1	
2987	1	1	
2987	2	2	
2988	1	1	
2988	2	2	
2988	3	3	
2989	1	1	
2989	2	2	
2989	3	3	
2990	1	1	
2990	2	2	
2993	1	1	
2993	2	2	
2993	3	3	
2994	1	1	
2994	2	2	
2994	3	3	
2995	1	1	
2995	2	2	
2997	1	1	
2997	2	2	
2997	3	3	
2998	1	1	
2998	2	2	
2999	1	1	
2999	2	2	
2999	3	3	
2999	4	4	
3004	1	1	
3004	2	2	
3004	3	3	
3005	1	1	
3005	2	2	
3006	1	1	
3006	2	2	
3006	3	3	
3008	1	1	
3008	2	2	
3008	3	3	
3009	1	1	
3009	2	2	
3010	1	1	
3010	2	2	
3011	1	1	
3011	2	2	
3012	1	1	
3012	2	2	
3013	1	1	
3013	2	2	
3016	1	1	
3016	2	2	
3016	3	3	
3017	1	1	
3017	2	2	
3017	3	3	
3020	1	1	
3020	2	2	
3021	1	1	
3021	2	2	
3022	1	1	
3023	1	1	
3023	2	2	
3024	1	1	
3024	2	2	
3025	1	1	
3025	2	2	
3027	1	1	
3027	2	2	
3029	1	1	
3029	2	2	
3030	1	1	
3030	2	2	
3031	1	1	
3031	2	2	
3034	1	1	
3034	2	2	
3035	1	1	
3035	2	2	
3039	1	1	
3040	1	1	
3040	2	2	
3041	1	1	
3041	2	2	
3042	1	1	
3042	2	2	
3043	1	1	
3043	2	2	
3045	1	1	
3046	1	1	
3046	2	2	
3047	1	1	
3047	2	2	
3048	1	1	
3048	2	2	
3049	1	1	
3049	2	2	
3050	1	1	
3050	2	2	
3051	1	1	
3052	1	1	
3053	1	1	
3053	2	2	
3054	1	1	
3054	2	2	
3055	1	1	
3056	1	1	
3056	2	2	
3057	1	1	
3057	2	2	
3058	1	1	
3058	2	2	
3060	1	1	
3060	2	2	
3062	1	1	
3062	2	2	
3062	3	3	
3062	4	4	
3063	1	1	
3063	2	2	
3065	1	1	
3066	1	1	
3066	2	2	
3066	3	3	
3067	1	1	
3067	2	2	
3068	1	1	
3068	2	2	
3069	1	1	
3069	2	2	
3069	3	3	
3070	1	1	
3070	2	2	
3071	1	1	
3071	2	2	
3073	1	1	
3075	1	1	
3077	1	1	
3078	1	1	
3078	2	2	
3078	3	3	
3079	1	1	
3082	1	1	
3082	2	2	
3083	1	1	
3083	2	2	
3084	1	1	
3084	2	2	
3087	1	1	
3088	1	1	
3088	2	2	
3089	1	1	
3089	2	2	
3091	1	1	
3092	1	1	
3092	2	2	
3094	1	1	
3094	2	2	
3095	1	1	
3095	2	2	
3096	1	1	
3096	2	2	
3097	1	1	
3097	2	2	
3098	1	1	
3099	1	1	
3099	2	2	
3100	1	1	
3100	2	2	
3101	1	1	
3102	1	1	
3102	2	2	
3103	1	1	
3103	2	2	
3104	1	1	
3104	2	2	
3105	1	1	
3105	2	2	
3106	1	1	
3107	1	1	
3108	1	1	
3109	1	1	
3109	2	2	
3109	3	3	
3120	1	1	
3120	2	2	
3121	1	1	
3128	1	1	
3134	1	1	
3134	2	2	
3135	1	1	
3135	2	2	
3138	1	1	
3138	2	2	
3139	1	1	
3141	1	1	
3141	2	2	
3141	3	3	
3144	1	1	
3144	2	2	
3145	1	1	
3145	2	2	
3147	1	1	
3147	2	2	
3147	3	3	
3149	1	1	
3149	2	2	
3149	3	3	
3150	1	1	
3150	2	2	
3151	1	1	
3151	2	2	
3155	1	1	
3156	1	1	
3157	1	1	
3157	2	2	
3157	3	3	
3158	1	1	
3159	1	1	
3164	1	1	
3164	2	2	
3166	1	1	
3166	2	2	
3167	1	1	
3167	2	2	
3167	3	3	
3168	1	1	
3169	1	1	
3169	2	2	
3169	3	3	
3170	1	1	
3172	1	1	
3174	1	1	
3174	2	2	
3175	1	1	
3175	3	2	update income set mem_id=2 where fs_id=3175 and mem_id=3;
3175	4	3	update income set mem_id=3 where fs_id=3175 and mem_id=4;
3176	1	1	
3176	2	2	
3176	3	3	
3177	1	1	
3177	2	2	
3178	1	1	
3178	2	2	
3178	3	3	
3179	1	1	
3179	2	2	
3180	1	1	
3181	1	1	
3182	1	1	
3182	2	2	
3183	1	1	
3184	1	1	
3185	1	1	
3186	1	1	
3186	3	2	update income set mem_id=2 where fs_id=3186 and mem_id=3;
3188	1	1	
3189	1	1	
3190	1	1	
3191	1	1	
3194	1	1	
3195	1	1	
3195	2	2	
3195	3	3	
